id_funding,name,sector,industry,subindustry,zip,amount,date,investor
"74907","Company 541180","Internet","Stealth Mode","","10010","3","4/18/2011","FreshTracks Capital"
"80406","Company 584997","Internet","eCommerce","Discount","10014","1","1/29/2010","Baroda Ventures"
"74907","Company 541188","Internet","Stealth Mode","","10010","3","4/18/2011","RRE Ventures"
"80406","Company 584994","Internet","eCommerce","Discount","10014","1","1/29/2010","First Round Capital"
"74907","Company 541187","Internet","Stealth Mode","","10010","3","4/18/2011","Zelkova Ventures"
"80406","Company 584990","Internet","eCommerce","Discount","10014","1","1/29/2010","SoftTech VC"
"80406","Company 584997","Internet","eCommerce","Discount","10014","1","1/29/2010","SV Angel"
"104144","Company 541789","Internet","eCommerce","Jewelry","10003","1.1","12/17/2010","Accel Partners"
"104144","Company 541785","Internet","eCommerce","Jewelry","10003","1.1","12/17/2010","Founder Collective"
"104144","Company 541782","Internet","eCommerce","Jewelry","10003","1.1","12/17/2010","Lerer Ventures"
"77982","Company 538531","Internet","eCommerce","B2B Commerce","10012","0.6","6/21/2011","Lerer Ventures"
"98171","Company 528516","Internet","eCommerce","Auto","10001","0.73","5/20/2010","RPM Ventures"
"74907","Company 541189","Internet","Stealth Mode","","10010","3","4/18/2011","Anduin Ventures"
"96946","Company 767326","Internet","Stealth Mode","","10010","1.2","4/19/2012","SV Angel"
"74907","Company 541183","Internet","Stealth Mode","","10010","3","4/18/2011","ff Venture Capital"
"69324","Company 512384","Internet","eCommerce","Marketplace","10016","1.1","10/26/2010","Canaan Partners"
"66388","Company 357614","Internet","eCommerce","Events & Ticketing","10013","0.75","1/14/2010","Stage 1 Ventures"
"43300","Company 492537","Internet","Internet Software & Services","Travel","10018","0.62","1/21/2010","Baroda Ventures"
"69324","Company 512387","Internet","eCommerce","Marketplace","10016","1.1","10/26/2010","First Round Capital"
"69506","Company 513162","Internet","Internet Software & Services","Photo","10013","0.75","11/5/2010","Index Ventures"
"43300","Company 492532","Internet","Internet Software & Services","Travel","10018","0.62","1/21/2010","First Round Capital"
"74907","Company 541188","Internet","Stealth Mode","","10010","3","4/18/2011","High Peaks Venture Partners"
"99131","Company 513106","Internet","Internet Software & Services","Asset & Financial Management & Trading","10010","1.95","11/8/2010","First Round Capital"
"43300","Company 492535","Internet","Internet Software & Services","Travel","10018","0.62","1/21/2010","Zelkova Ventures"
"74907","Company 541180","Internet","Stealth Mode","","10010","3","4/18/2011","IA Ventures"
"99131","Company 513101","Internet","Internet Software & Services","Asset & Financial Management & Trading","10010","1.95","11/8/2010","Lerer Ventures"
"99131","Company 513108","Internet","Internet Software & Services","Asset & Financial Management & Trading","10010","1.95","11/8/2010","Windcrest Partners"
"69562","Company 513371","Internet","Internet Software & Services","Asset & Financial Management & Trading","Undisclosed","Undisclosed","11/10/2010","500 Startups"
"102029","Company 788835","Leisure","Entertainment","Movie Theaters","10014","1.46","4/18/2011","True Ventures"
"69597","Company 513457","Internet","eCommerce","Food & Grocery","10001","5","11/10/2010","Westwood Ventures"
"109391","Company 561510","Internet","Internet Software & Services","Website hosting","Undisclosed","0.75","4/20/2011","First Round Capital"
"73281","Company 513209","Internet","Internet Software & Services","Advertising, Sales & Marketing","10016","1.1","11/16/2010","CommonAngels"
"64780","Company 496544","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10003","0.3","3/5/2010","Polaris Partners"
"109391","Company 561517","Internet","Internet Software & Services","Website hosting","Undisclosed","0.75","4/20/2011","General Catalyst Partners"
"96360","Company 513139","Internet","eCommerce","Other Retail","10010","2.1","11/18/2010","Battery Ventures"
"101656","Company 247749","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","1","3/8/2010","AfterDox Angels Investment Group"
"109391","Company 561518","Internet","Internet Software & Services","Website hosting","Undisclosed","0.75","4/20/2011","RRE Ventures"
"64761","Company 496356","Mobile & Telecommunications","Mobile Commerce","Discount","10013","1.05","3/15/2010","Spark Capital"
"69896","Company 510124","Internet","eCommerce","Apparel & Accessories","10003","0.4","11/22/2010","Atomico"
"75006","Company 541660","Internet","Internet Software & Services","Music","10012","0.75","4/21/2011","Founder Collective"
"76848","Company 548251","Internet","Internet Software & Services","Advertising, Sales & Marketing","10012","0.3","3/15/2010","Boston Harbor Angels"
"76790","Company 150037","Internet","eCommerce","Travel (internet)","11968","Undisclosed","11/23/2010","Angel Investor Forum"
"75006","Company 541669","Internet","Internet Software & Services","Music","10012","0.75","4/21/2011","Spark Capital"
"74079","Company 514224","Internet","Internet Software & Services","Customer Relationship Management","10013","0.28","3/17/2010","Boston Harbor Angels"
"69947","Company 498247","Internet","Internet Software & Services","Information Providers & Portals","10024","1.25","11/24/2010","Founder Collective"
"100737","Company 544239","Internet","Internet Software & Services","Social","10011","1.5","4/22/2011","Bain Capital Ventures"
"81489","Company 594565","Internet","Internet Software & Services","News & Discussion","10001","1.47","3/23/2010","THOT Capital Group"
"69947","Company 498243","Internet","Internet Software & Services","Information Providers & Portals","10024","1.25","11/24/2010","Thrive Capital"
"100737","Company 544231","Internet","Internet Software & Services","Social","10011","1.5","4/22/2011","Google Ventures"
"43295","Company 492527","Internet","Internet Software & Services","HR & Workforce Management","10011","0.88","3/24/2010","LaunchCapital"
"69947","Company 498247","Internet","Internet Software & Services","Information Providers & Portals","10024","1.25","11/24/2010","TomorrowVentures"
"75081","Company 253026","Internet","Internet Software & Services","Information Providers & Portals","10012","0.55","4/25/2011","Village Ventures"
"73980","Company 21584","Internet","Internet Software & Services","Advertising Network or Exchange","10001","Undisclosed","12/10/2010","Active Angel Investors Network"
"43295","Company 492521","Internet","Internet Software & Services","HR & Workforce Management","10011","0.88","3/24/2010","Lerer Ventures"
"103084","Company 789202","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10036","2","12/17/2010","First Round Capital"
"75209","Company 542589","Healthcare","Drug Discovery","","10018","2","4/30/2011","Ascent Biomedical Ventures"
"43295","Company 492521","Internet","Internet Software & Services","HR & Workforce Management","10011","0.88","3/24/2010","Polaris Partners"
"103084","Company 789209","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10036","2","12/17/2010","FirstMark Capital"
"43295","Company 492529","Internet","Internet Software & Services","HR & Workforce Management","10011","0.88","3/24/2010","Thrive Capital"
"75209","Company 542587","Healthcare","Drug Discovery","","10018","2","4/30/2011","Harris & Harris Group"
"103084","Company 789204","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10036","2","12/17/2010","O'Reilly AlphaTech Ventures"
"43295","Company 492525","Internet","Internet Software & Services","HR & Workforce Management","10011","0.88","3/24/2010","Zelkova Ventures"
"75296","Company 542888","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","Undisclosed","0.15","5/3/2011","Kima Ventures"
"65022","Company 497339","Internet","eCommerce","Apparel & Accessories","10016","0.35","4/8/2010","GSA Venture Partners"
"94792","Company 756651","Internet","Internet Software & Services","Video","10018","1","5/9/2011","Founder Collective"
"64924","Company 496999","Internet","Internet Software & Services","HR & Workforce Management","10001","1","4/19/2010","Enzyme Venture Capital"
"94792","Company 756658","Internet","Internet Software & Services","Video","10018","1","5/9/2011","Union Square Ventures"
"64924","Company 496994","Internet","Internet Software & Services","HR & Workforce Management","10001","1","4/19/2010","Great Oaks Venture Capital"
"75529","Company 543745","Mobile & Telecommunications","Mobile Software & Services","Conferencing & Communication","Undisclosed","1.5","5/10/2011","Sierra Ventures"
"70842","Company 496482","Internet","Internet Software & Services","Video","10002","0.25","12/22/2010","New York Angels"
"64924","Company 496990","Internet","Internet Software & Services","HR & Workforce Management","10001","1","4/19/2010","Kima Ventures"
"75627","Company 544145","Internet","eCommerce","Discount","10013","0.55","5/12/2011","Great Oaks Venture Capital"
"70878","Company 520147","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10012","0.6","12/23/2010","ff Venture Capital"
"64924","Company 496991","Internet","Internet Software & Services","HR & Workforce Management","10001","1","4/19/2010","Nexus Venture Partners"
"86015","Company 612602","Internet","Internet Software & Services","Green/Environmental","10018","Undisclosed","5/18/2011","Robin Hood Ventures"
"65733","Company 496545","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10003","1.6","5/7/2010","First Round Capital"
"92497","Company 520743","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","1.2","12/24/2010","CommonAngels"
"94868","Company 757224","Internet","Internet Software & Services","Healthcare","10007","Undisclosed","6/14/2011","First Round Capital"
"65733","Company 496549","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10003","1.6","5/7/2010","Lowercase Capital"
"92497","Company 520740","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","1.2","12/24/2010","kbs+p Ventures"
"94868","Company 757220","Internet","Internet Software & Services","Healthcare","10007","Undisclosed","6/14/2011","FirstMark Capital"
"65733","Company 496544","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10003","1.6","5/7/2010","Polaris Partners"
"92497","Company 520741","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","1.2","12/24/2010","Neu Venture Capital"
"94868","Company 757225","Internet","Internet Software & Services","Healthcare","10007","Undisclosed","6/14/2011","Greylock Partners"
"69066","Company 511618","Internet","Internet Software & Services","Asset & Financial Management & Trading","10018","0.7","5/7/2010","RRE Ventures"
"92497","Company 520743","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","1.2","12/24/2010","RRE Ventures"
"94868","Company 757229","Internet","Internet Software & Services","Healthcare","10007","Undisclosed","6/14/2011","Nexus Venture Partners"
"101163","Company 254818","Internet","Internet Software & Services","Social","10013","0.8","5/7/2010","Centurion Venture Partners"
"92497","Company 520749","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","1.2","12/24/2010","Social Leverage"
"75846","Company 545327","Internet","eCommerce","Home Furnishings & Improvement","10011","0.39","6/19/2011","500 Startups"
"68932","Company 498272","Internet","Internet Software & Services","Database Management","10014","0.8","5/18/2010","Founder Collective"
"71130","Company 513206","Internet","Internet Software & Services","Advertising, Sales & Marketing","10016","1.3","1/5/2011","Windcrest Partners"
"75846","Company 545323","Internet","eCommerce","Home Furnishings & Improvement","10011","0.39","6/19/2011","Great Oaks Venture Capital"
"68932","Company 498279","Internet","Internet Software & Services","Database Management","10014","0.8","5/18/2010","IA Ventures"
"71287","Company 523045","Internet","Internet Software & Services","Conferencing & Communication","10003","1.4","1/11/2011","Accel Partners"
"75846","Company 545328","Internet","eCommerce","Home Furnishings & Improvement","10011","0.39","6/19/2011","Quotidian Ventures"
"68932","Company 498270","Internet","Internet Software & Services","Database Management","10014","0.8","5/18/2010","Lerer Ventures"
"71287","Company 523040","Internet","Internet Software & Services","Conferencing & Communication","10003","1.4","1/11/2011","AOL Ventures"
"77698","Company 544145","Internet","eCommerce","Discount","10013","0.2","6/20/2011","Great Oaks Venture Capital"
"68932","Company 498271","Internet","Internet Software & Services","Database Management","10014","0.8","5/18/2010","RRE Ventures"
"71287","Company 523042","Internet","Internet Software & Services","Conferencing & Communication","10003","1.4","1/11/2011","First Round Capital"
"65539","Company 498855","Internet","Internet Software & Services","","10012","0.62","5/19/2010","Andreessen Horowitz"
"71287","Company 523048","Internet","Internet Software & Services","Conferencing & Communication","10003","1.4","1/11/2011","NextView Ventures"
"77982","Company 538533","Internet","eCommerce","B2B Commerce","10012","0.6","6/21/2011","Softbank Capital"
"65539","Company 498858","Internet","Internet Software & Services","","10012","0.62","5/19/2010","Founder Collective"
"85989","Company 548462","Internet","Internet Software & Services","Data & Document Management","10003","0.14","1/12/2011","Golden Seeds"
"77982","Company 538535","Internet","eCommerce","B2B Commerce","10012","0.6","6/21/2011","SV Angel"
